lat_index,lon_index,latitude,longitude,missing_count,valid_count,missing_fraction,longest_consecutive_missing,number_of_missing_runs,first_missing_date,last_missing_date
39,209,14.75,97.25,328,1091,0.23114869626497533,228,2,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
40,209,15.0,97.25,328,1091,0.23114869626497533,228,2,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
41,207,15.25,96.75,328,1091,0.23114869626497533,228,2,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
41,208,15.25,97.0,328,1091,0.23114869626497533,228,2,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
42,204,15.5,96.0,328,1091,0.23114869626497533,228,2,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
42,205,15.5,96.25,328,1091,0.23114869626497533,228,2,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
42,206,15.5,96.5,328,1091,0.23114869626497533,228,2,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
42,207,15.5,96.75,328,1091,0.23114869626497533,228,2,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
59,187,19.75,91.75,328,1091,0.23114869626497533,156,3,2023-12-12T00:00:00.000000000,2024-11-19T00:00:00.000000000
60,187,20.0,91.75,328,1091,0.23114869626497533,156,3,2023-12-12T00:00:00.000000000,2024-11-19T00:00:00.000000000
40,208,15.0,97.0,324,1095,0.22832980972515857,228,3,2023-12-20T00:00:00.000000000,2024-11-19T00:00:00.000000000
52,191,18.0,92.75,324,1095,0.22832980972515857,212,3,2023-12-12T00:00:00.000000000,2024-11-19T00:00:00.000000000
30,212,12.5,98.0,324,1095,0.22832980972515857,164,2,2023-12-24T00:00:00.000000000,2024-11-19T00:00:00.000000000
31,212,12.75,98.0,324,1095,0.22832980972515857,164,2,2023-12-24T00:00:00.000000000,2024-11-19T00:00:00.000000000
32,212,13.0,98.0,324,1095,0.22832980972515857,164,2,2023-12-24T00:00:00.000000000,2024-11-19T00:00:00.000000000
33,212,13.25,98.0,324,1095,0.22832980972515857,164,2,2023-12-24T00:00:00.000000000,2024-11-19T00:00:00.000000000
54,189,18.5,92.25,324,1095,0.22832980972515857,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
57,186,19.25,91.5,324,1095,0.22832980972515857,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
57,187,19.25,91.75,324,1095,0.22832980972515857,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
58,187,19.5,91.75,324,1095,0.22832980972515857,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
60,186,20.0,91.5,324,1095,0.22832980972515857,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
61,185,20.25,91.25,324,1095,0.22832980972515857,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
61,186,20.25,91.5,324,1095,0.22832980972515857,156,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
55,187,18.75,91.75,324,1095,0.22832980972515857,128,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
56,187,19.0,91.75,324,1095,0.22832980972515857,128,3,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
78,51,24.5,57.75,323,1096,0.22762508809020437,32,26,2021-01-01T00:00:00.000000000,2024-11-19T00:00:00.000000000
79,51,24.75,57.75,323,1096,0.22762508809020437,32,26,2021-01-01T00:00:00.000000000,2024-11-19T00:00:00.000000000
44,195,16.0,93.75,320,1099,0.2255109231853418,164,4,2023-12-12T00:00:00.000000000,2024-11-19T00:00:00.000000000
53,189,18.25,92.25,320,1099,0.2255109231853418,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
53,190,18.25,92.5,320,1099,0.2255109231853418,156,4,2023-12-16T00:00:00.000000000,2024-11-19T00:00:00.000000000
