lat_index,lon_index,latitude,longitude,missing_count,valid_count,missing_fraction,longest_consecutive_missing,number_of_missing_runs,first_missing_date,last_missing_date
46,33,16.5,53.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
46,150,16.5,82.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
47,36,16.75,54.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
47,113,16.75,73.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
48,38,17.0,54.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
48,41,17.0,55.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
48,197,17.0,94.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
50,154,17.5,83.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
50,198,17.5,94.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
51,43,17.75,55.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
51,112,17.75,73.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
52,112,18.0,73.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
55,49,18.75,57.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
56,111,19.0,72.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
57,161,19.25,85.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
57,194,19.25,93.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
58,194,19.5,93.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
59,165,19.75,86.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
60,167,20.0,86.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
60,192,20.0,93.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
61,53,20.25,58.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
62,190,20.5,92.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
63,102,20.75,70.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
63,111,20.75,72.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
64,100,21.0,70.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
64,108,21.0,72.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
64,111,21.0,72.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
65,188,21.25,92.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
66,170,21.5,87.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
68,96,22.0,69.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
71,96,22.75,69.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
71,97,22.75,69.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
72,95,23.0,68.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
73,94,23.25,68.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
78,31,24.5,52.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
78,32,24.5,53.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
79,88,24.75,67.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
81,40,25.25,55.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
81,62,25.25,60.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
81,75,25.25,63.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
81,80,25.25,65.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
81,81,25.25,65.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
81,82,25.25,65.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
82,55,25.5,58.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
83,42,25.75,55.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
83,47,25.75,56.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
83,49,25.75,57.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
85,24,26.25,51.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
85,44,26.25,56.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
86,40,26.5,55.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
86,41,26.5,55.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
86,48,26.5,57.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
87,48,26.75,57.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
88,32,27.0,53.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
88,47,27.0,56.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
90,30,27.5,52.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
91,26,27.75,51.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
91,27,27.75,51.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
91,28,27.75,52.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
92,25,28.0,51.25,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
94,24,28.5,51.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
95,24,28.75,51.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
96,23,29.0,50.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
98,22,29.5,50.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
100,16,30.0,49.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
100,18,30.0,49.5,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
100,19,30.0,49.75,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
100,20,30.0,50.0,582,837,0.41014799154334036,582,1,2021-01-01T00:00:00.000000000,2022-08-05T00:00:00.000000000
12,223,8.0,100.75,13,1406,0.009161381254404511,13,1,2024-04-18T00:00:00.000000000,2024-04-30T00:00:00.000000000
